2024-03-28,14:23:17.564,Begin, Starting intake
2024-03-28,14:23:18.661,Key 2 pressed
2024-03-28,14:23:18.779,Special key Key.enter pressed
2024-03-28,14:23:18.999,Key 1 pressed
2024-03-28,14:23:19.103,Special key Key.enter pressed
2024-03-28,14:23:22.229,Special key Key.enter pressed
2024-03-28,14:23:43.547,Special key Key.enter pressed
2024-03-28,14:23:44.306,Key 1 pressed
2024-03-28,14:23:44.771,Special key Key.backspace pressed
2024-03-28,14:23:44.927,Key 2 pressed
2024-03-28,14:23:45.041,Special key Key.enter pressed
2024-03-28,14:23:47.764,Key 2 pressed
2024-03-28,14:23:47.921,Special key Key.enter pressed
2024-03-28,14:23:48.402,Special key Key.enter pressed
2024-03-28,14:24:09.744,Special key Key.right pressed
2024-03-28,14:24:10.033,Special key Key.backspace pressed
2024-03-28,14:24:10.601,Special key Key.space pressed
2024-03-28,14:24:11.187,Special key Key.cmd pressed
2024-03-28,14:24:11.324,Key s pressed
2024-03-28,14:24:15.086,Special key Key.backspace pressed
2024-03-28,14:24:15.347,Special key Key.cmd pressed
2024-03-28,14:24:15.418,Key s pressed
2024-03-28,14:24:17.998,Key q pressed
2024-03-28,14:24:18.137,Special key Key.enter pressed
