2024-03-28,14:29:06.899,Begin, Starting intake
2024-03-28,14:29:08.161,Key 2 pressed
2024-03-28,14:29:09.029,Special key Key.enter pressed
2024-03-28,14:29:09.666,Key 2 pressed
2024-03-28,14:29:09.954,Special key Key.enter pressed
2024-03-28,14:29:10.418,Special key Key.enter pressed
2024-03-28,14:29:23.927,Special key Key.backspace pressed
2024-03-28,14:29:24.419,Special key Key.cmd pressed
2024-03-28,14:29:24.555,Key s pressed
2024-03-28,14:29:26.100,Key q pressed
2024-03-28,14:29:26.229,Special key Key.enter pressed
